disease,biomarker_disease_iris,role,cfde_disease,factor
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,IL-2 STAT signaling pathways
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,ILC development and inflammatory signaling
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,Immune signaling with lymphoid abnormalities
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,Jak-STAT signaling in T cells
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,Multiorgan inflammation and TNF pathway
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,Peyer's patches and NF-kB signaling
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,Regulatory T cells and inflammation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,Regulatory T cells in inflammation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,Sjogren's inflammation and T cells
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,T cell activation and differentiation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,T cell activation and hyperplasia
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,T cell development and differentiation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,TCR signaling in infections
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,risk,atopic eczema,Transplant response and autoimmunity markers
atrial septal defect,http://purl.obolibrary.org/obo/MONDO_0006664,prognostic,Interatrial communication,Cardiac morphology defects and failure
atrial septal defect,http://purl.obolibrary.org/obo/MONDO_0006664,prognostic,Interatrial communication,Congenital heart development genes
atrial septal defect,http://purl.obolibrary.org/obo/MONDO_0006664,prognostic,Interatrial communication,Conotruncal development and cardiogenesis genes
atrial septal defect,http://purl.obolibrary.org/obo/MONDO_0006664,prognostic,Interatrial communication,Disordered myocardium and muscle proteins
atrial septal defect,http://purl.obolibrary.org/obo/MONDO_0006664,prognostic,Interatrial communication,Outflow tract and atrioventricular defects
atrial septal defect,http://purl.obolibrary.org/obo/MONDO_0006664,prognostic,Interatrial communication,Outflow tract and cardiogenesis regulation
atrial septal defect,http://purl.obolibrary.org/obo/MONDO_0006664,prognostic,Interatrial communication,Ventricle and atrial septum development
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Abnormal alpha-beta T cell activation
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Abnormal immune and hematopoiesis
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,"Absent germinal centers, infection risk"
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Altered cytokine secretion and proliferation
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,B and T cell abnormalities
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Decreased interferon gamma secretion
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Decreased interferon production and response
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Fetal lymphoid cells
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Impaired T cell activation
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Increased B-1 cells
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Increased T and B cells
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,Reduced IFN-gamma and NK function
autoimmune disease,http://purl.obolibrary.org/obo/MONDO_0007179,diagnostic,autoimmune disease,T cell differentiation and signaling
B-cell chronic lymphocytic leukemia,http://purl.obolibrary.org/obo/MONDO_0004948,prognostic,B-cell chronic lymphocytic leukemia,Mammary and ovarian tumor profiles
B-cell chronic lymphocytic leukemia,http://purl.obolibrary.org/obo/MONDO_0004948,prognostic,B-cell chronic lymphocytic leukemia,Meiosis and telomere maintenance
B-cell chronic lymphocytic leukemia,http://purl.obolibrary.org/obo/MONDO_0004948,prognostic,chronic lymphocytic leukemia,Neural Development
B-cell chronic lymphocytic leukemia,http://purl.obolibrary.org/obo/MONDO_0004948,risk,B-cell chronic lymphocytic leukemia,Mammary and ovarian tumor profiles
B-cell chronic lymphocytic leukemia,http://purl.obolibrary.org/obo/MONDO_0004948,risk,B-cell chronic lymphocytic leukemia,Meiosis and telomere maintenance
B-cell chronic lymphocytic leukemia,http://purl.obolibrary.org/obo/MONDO_0004948,risk,chronic lymphocytic leukemia,Neural Development
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behcet's syndrome,IFN-gamma and IL-12 axis
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behcet's syndrome,T-cell selective chemokine receptor expression
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behet disease,Allograft rejection pathways
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behet disease,Cytokine dysregulation: TNF-IFN-γ-IL-10
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behet disease,Decreased IFN-γ signaling; parasite susceptibility
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behet disease,Decreased IFN-γ; enhanced infection risk
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behet disease,Decreased IFN-γ; NK/T dysregulation
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behet disease,Decreased IFN-γ; parasite susceptibility
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behet disease,Impaired inflammatory signaling; NK dysfunction
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behet disease,Inflammatory cytokine signaling
Behcet disease,http://purl.obolibrary.org/obo/MONDO_0007191,risk,Behet disease,Lymphocyte Expression Program
brain aneurysm,http://purl.obolibrary.org/obo/MONDO_0005291,risk,Intracranial aneurysm,Organ formation and germ layer
brain aneurysm,http://purl.obolibrary.org/obo/MONDO_0005291,risk,Intracranial aneurysm,Regulation of organ morphogenesis
brain aneurysm,http://purl.obolibrary.org/obo/MONDO_0005291,risk,Intracranial aneurysm,Vascular and craniofacial development
brain aneurysm,http://purl.obolibrary.org/obo/MONDO_0005291,risk,Unruptured intracranial aneurysm,Renal Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Adipogenesis and Fat Cell Differentiation
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Craniofacial and Cardiac Defects
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Craniofacial Morphology Abnormalities
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Embryonic Limb and Mammary Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Limb and Hair Follicle Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Lung and Cardiac Morphogenesis
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Lung Development and Morphogenesis
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Mammary Gland Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Prostate Cancer and DNA Damage
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Pulmonary and Craniofacial Anomalies
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,diagnostic,Breast cancer,Skeletal Development and Chondrocyte Hypertrophy
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Adipogenesis and Fat Cell Differentiation
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Craniofacial and Cardiac Defects
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Craniofacial Morphology Abnormalities
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Embryonic Limb and Mammary Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Limb and Hair Follicle Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Lung and Cardiac Morphogenesis
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Lung Development and Morphogenesis
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Mammary Gland Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Prostate Cancer and DNA Damage
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Pulmonary and Craniofacial Anomalies
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,monitoring,Breast cancer,Skeletal Development and Chondrocyte Hypertrophy
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Adipogenesis and Fat Cell Differentiation
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Craniofacial and Cardiac Defects
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Craniofacial Morphology Abnormalities
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Embryonic Limb and Mammary Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Limb and Hair Follicle Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Lung and Cardiac Morphogenesis
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Lung Development and Morphogenesis
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Mammary Gland Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Prostate Cancer and DNA Damage
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Pulmonary and Craniofacial Anomalies
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,prognostic,Breast cancer,Skeletal Development and Chondrocyte Hypertrophy
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Adipogenesis and Fat Cell Differentiation
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Craniofacial and Cardiac Defects
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Craniofacial Morphology Abnormalities
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Embryonic Limb and Mammary Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Limb and Hair Follicle Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Lung and Cardiac Morphogenesis
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Lung Development and Morphogenesis
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Mammary Gland Development
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Prostate Cancer and DNA Damage
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Pulmonary and Craniofacial Anomalies
breast cancer,http://purl.obolibrary.org/obo/MONDO_0007254,risk,Breast cancer,Skeletal Development and Chondrocyte Hypertrophy
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Actin movement and contraction
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Calcium and cation channel regulation
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Calcium channel activity and import
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Cardiac action potential phases
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Cardiac conduction and depolarization
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Cardiac conduction cell signaling
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Conduction signaling and contraction
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Heart rate and action potential
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Potassium channel activity
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Potassium export and repolarization
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Potassium transport and action potential
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Regulation of cardiac contraction
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Regulation of ion channels
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Sodium and calcium channels
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Sodium and potassium transport regulation
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Sodium channel complex and transport
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Sodium channel depolarization and conduction
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Sodium channel regulation
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Ventricular arrhythmias and contraction
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Ventricular contraction and action potential
Brugada syndrome,http://purl.obolibrary.org/obo/MONDO_0015263,risk,Brugada syndrome,Ventricular repolarization and conduction
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Coat pigmentation and melanocyte morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Developmental pigmentation and glycosylation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Embryonic development and skeletal morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Eye and ear pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Eye pigmentation and coat color
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Host pathogen interaction and apoptosis
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Melanin granule and melanocyte morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Melanin metabolism and coat pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Melanosome and coat pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Melanosome morphology and pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Notch signaling and pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Pigment pathways and vesicles
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer,Pigmentation genes and coat color
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer (heterodominant model),Cardiovascular development and EMT
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer (heterodominant model),Limb bone development genes
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,Any cancer (heterodominant model),Skeletal and hair development genes
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,Breast Tissue Development and Cancer
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,Cancer Pathways Across Tumor Types
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,Cancer Pathways and Regulators
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,DNA Damage and Apoptosis Regulation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,Glioblastoma and Cancer Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,Glioblastoma and Cell Cycle Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,Integrated Cancer Pathways and Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,Mammary Epithelium Development and Morphogenesis
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,Prostate Cancer Genomic Instability
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,Thyroid Cancer and DNA Damage
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,diagnostic,cancer,TP53 Pathway and Cell Cycle
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Coat pigmentation and melanocyte morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Developmental pigmentation and glycosylation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Embryonic development and skeletal morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Eye and ear pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Eye pigmentation and coat color
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Host pathogen interaction and apoptosis
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Melanin granule and melanocyte morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Melanin metabolism and coat pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Melanosome and coat pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Melanosome morphology and pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Notch signaling and pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Pigment pathways and vesicles
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer,Pigmentation genes and coat color
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer (heterodominant model),Cardiovascular development and EMT
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer (heterodominant model),Limb bone development genes
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,Any cancer (heterodominant model),Skeletal and hair development genes
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,Breast Tissue Development and Cancer
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,Cancer Pathways Across Tumor Types
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,Cancer Pathways and Regulators
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,DNA Damage and Apoptosis Regulation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,Glioblastoma and Cancer Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,Glioblastoma and Cell Cycle Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,Integrated Cancer Pathways and Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,Mammary Epithelium Development and Morphogenesis
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,Prostate Cancer Genomic Instability
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,Thyroid Cancer and DNA Damage
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,monitoring,cancer,TP53 Pathway and Cell Cycle
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Coat pigmentation and melanocyte morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Developmental pigmentation and glycosylation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Embryonic development and skeletal morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Eye and ear pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Eye pigmentation and coat color
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Host pathogen interaction and apoptosis
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Melanin granule and melanocyte morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Melanin metabolism and coat pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Melanosome and coat pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Melanosome morphology and pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Notch signaling and pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Pigment pathways and vesicles
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer,Pigmentation genes and coat color
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer (heterodominant model),Cardiovascular development and EMT
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer (heterodominant model),Limb bone development genes
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,Any cancer (heterodominant model),Skeletal and hair development genes
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,Breast Tissue Development and Cancer
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,Cancer Pathways Across Tumor Types
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,Cancer Pathways and Regulators
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,DNA Damage and Apoptosis Regulation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,Glioblastoma and Cancer Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,Glioblastoma and Cell Cycle Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,Integrated Cancer Pathways and Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,Mammary Epithelium Development and Morphogenesis
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,Prostate Cancer Genomic Instability
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,Thyroid Cancer and DNA Damage
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,prognostic,cancer,TP53 Pathway and Cell Cycle
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Coat pigmentation and melanocyte morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Developmental pigmentation and glycosylation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Embryonic development and skeletal morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Eye and ear pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Eye pigmentation and coat color
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Host pathogen interaction and apoptosis
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Melanin granule and melanocyte morphology
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Melanin metabolism and coat pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Melanosome and coat pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Melanosome morphology and pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Notch signaling and pigmentation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Pigment pathways and vesicles
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer,Pigmentation genes and coat color
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer (heterodominant model),Cardiovascular development and EMT
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer (heterodominant model),Limb bone development genes
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,Any cancer (heterodominant model),Skeletal and hair development genes
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,Breast Tissue Development and Cancer
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,Cancer Pathways Across Tumor Types
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,Cancer Pathways and Regulators
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,DNA Damage and Apoptosis Regulation
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,Glioblastoma and Cancer Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,Glioblastoma and Cell Cycle Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,Integrated Cancer Pathways and Signaling
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,Mammary Epithelium Development and Morphogenesis
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,Prostate Cancer Genomic Instability
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,Thyroid Cancer and DNA Damage
cancer,http://purl.obolibrary.org/obo/MONDO_0004992,risk,cancer,TP53 Pathway and Cell Cycle
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Abnormal Cardiac Conduction and Morphology
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Actin-Myosin Sliding and Degeneration
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Atrial and Ventricular Heart Traits
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Cardiac Echocardiography and Fibrosis
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Cardiac Hypertrophy and Contractility
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Cardiac Hypertrophy and Glycogen
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Cardiac Morphogenesis and Ventricle
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Cardiac Structural Proteins and NPY6R
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Coronary Artery and Muscle Contraction
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Developmental and Metabolic Cardiac Traits
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Envelope Proteins and Cardiac Development
cardiomyopathy,http://purl.obolibrary.org/obo/MONDO_0004994,risk,Rare cardiomyopathy,Gene Coexpression in Vascular Tissues
