disease_id	hpo_id	hpo_weight	evidence_source
Orpha_442835	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_443811	HP:0004322	0.03	Orphapacket_HPO_frequency
Orpha_444077	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_445062	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_447760	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_447896	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_457050	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_457193	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_457240	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_457395	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_459061	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_464	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_464282	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_468678	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_468699	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_47	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_474	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_477814	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_480	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_480880	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_48431	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_488437	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_488642	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_49827	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_500	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_500055	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_502	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_502423	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_502434	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_503	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_505237	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_50814	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_508488	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_508498	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_508542	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_51	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_52055	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_521258	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_52430	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_52503	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_53	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_534	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_550	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_551	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_557003	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_560	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_562528	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_567	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_568	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_575	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_576	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_585	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_589618	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_59	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_592574	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_628	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_634	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_63442	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_63446	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_638	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_64	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_644	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_647	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_647799	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_648	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_66629	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_66631	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_67041	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_67045	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_672	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_693661	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_693681	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_7	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_709	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_73272	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_73273	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_75392	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_75496	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_75497	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_769	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_772	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_77258	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_77259	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_77261	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_77293	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_79076	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_79106	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_79107	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_79113	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_79240	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_79259	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_79351	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_79394	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_794	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_79443	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_79444	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_79445	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_79474	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_800	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_808	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_811	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_812	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_816	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_818	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_819	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_828	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_84	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_84064	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_847	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_85172	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_85194	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_85198	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_85201	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_85202	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_85279	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_85288	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_85293	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_85329	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_857	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_869	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_88630	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_893	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_90023	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_90153	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_90154	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_902	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_904	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_90695	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_90795	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_90796	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_910	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_91131	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_912	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_915	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_921	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_93160	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_93274	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93296	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_93304	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93315	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93325	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93329	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93333	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93360	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93384	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_93387	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_93388	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93473	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_93476	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93924	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_93925	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93926	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93932	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_93945	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_93946	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93947	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_93950	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_94063	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_94065	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_94089	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_950	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_95496	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_955	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_95712	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_95713	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_95720	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_96148	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_96184	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_96334	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_97297	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_97362	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_97685	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_98754	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_98768	HP:0004322	0.03	Orphapacket_HPO_frequency
Orpha_98791	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_988	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_98870	HP:0004322	0.03	Orphapacket_HPO_frequency
Orpha_98907	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_98908	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_99646	HP:0004322	0.545	Orphapacket_HPO_frequency
Orpha_99735	HP:0004322	0.173	Orphapacket_HPO_frequency
Orpha_99843	HP:0004322	0.891	Orphapacket_HPO_frequency
Orpha_100	HP:0005374	0.891	Orphapacket_HPO_frequency
Orpha_1493	HP:0005374	0.891	Orphapacket_HPO_frequency
Orpha_1775	HP:0005374	0.545	Orphapacket_HPO_frequency
Orpha_201	HP:0005374	0.173	Orphapacket_HPO_frequency
Orpha_2268	HP:0005374	0.545	Orphapacket_HPO_frequency
Orpha_2323	HP:0005374	0.173	Orphapacket_HPO_frequency
Orpha_33355	HP:0005374	0.891	Orphapacket_HPO_frequency
Orpha_353277	HP:0005374	0.03	Orphapacket_HPO_frequency
Orpha_353281	HP:0005374	0.03	Orphapacket_HPO_frequency
Orpha_353284	HP:0005374	0.03	Orphapacket_HPO_frequency
Orpha_83471	HP:0005374	0.891	Orphapacket_HPO_frequency
Orpha_100	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_163746	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_167	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_170	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_177901	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_177904	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_177907	HP:0005599	0.173	Orphapacket_HPO_frequency
Orpha_177910	HP:0005599	0.03	Orphapacket_HPO_frequency
Orpha_189	HP:0005599	0.173	Orphapacket_HPO_frequency
Orpha_2884	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_33445	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_398069	HP:0005599	0.173	Orphapacket_HPO_frequency
Orpha_398079	HP:0005599	0.173	Orphapacket_HPO_frequency
Orpha_411511	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_411515	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_42665	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_53271	HP:0005599	0.173	Orphapacket_HPO_frequency
Orpha_565	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_70472	HP:0005599	0.173	Orphapacket_HPO_frequency
Orpha_79254	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_79431	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_79432	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_79434	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_79435	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_79477	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_79478	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_818	HP:0005599	0.173	Orphapacket_HPO_frequency
Orpha_84064	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_894	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_895	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_897	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_90023	HP:0005599	0.891	Orphapacket_HPO_frequency
Orpha_98754	HP:0005599	0.03	Orphapacket_HPO_frequency
Orpha_98794	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_98795	HP:0005599	0.545	Orphapacket_HPO_frequency
Orpha_100	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_110	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_163976	HP:0005978	0.891	Orphapacket_HPO_frequency
Orpha_2297	HP:0005978	0.891	Orphapacket_HPO_frequency
Orpha_2377	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_2387	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_247815	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_2833	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_3455	HP:0005978	0.03	Orphapacket_HPO_frequency
Orpha_358	HP:0005978	0.03	Orphapacket_HPO_frequency
Orpha_398069	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_398079	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_412057	HP:0005978	0.03	Orphapacket_HPO_frequency
Orpha_453533	HP:0005978	0.545	Orphapacket_HPO_frequency
Orpha_481	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_54595	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_550	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_606	HP:0005978	0.545	Orphapacket_HPO_frequency
Orpha_64	HP:0005978	0.545	Orphapacket_HPO_frequency
Orpha_71529	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_79095	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_79299	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_79474	HP:0005978	0.891	Orphapacket_HPO_frequency
Orpha_902	HP:0005978	0.545	Orphapacket_HPO_frequency
Orpha_904	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_91	HP:0005978	0.545	Orphapacket_HPO_frequency
Orpha_926	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_963	HP:0005978	0.545	Orphapacket_HPO_frequency
Orpha_99725	HP:0005978	0.891	Orphapacket_HPO_frequency
Orpha_99812	HP:0005978	0.173	Orphapacket_HPO_frequency
Orpha_100	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_1387	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_1807	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_2067	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_2078	HP:0007495	0.173	Orphapacket_HPO_frequency
Orpha_220295	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_2500	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_2658	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_286	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_287	HP:0007495	0.173	Orphapacket_HPO_frequency
Orpha_2963	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_33364	HP:0007495	0.173	Orphapacket_HPO_frequency
Orpha_3342	HP:0007495	0.173	Orphapacket_HPO_frequency
Orpha_633	HP:0007495	0.173	Orphapacket_HPO_frequency
Orpha_79474	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_808	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_90153	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_90154	HP:0007495	0.545	Orphapacket_HPO_frequency
Orpha_902	HP:0007495	0.891	Orphapacket_HPO_frequency
Orpha_90348	HP:0007495	0.545	Orphapacket_HPO_frequency
Orpha_904	HP:0007495	0.173	Orphapacket_HPO_frequency
Orpha_909	HP:0007495	0.173	Orphapacket_HPO_frequency
Orpha_100	HP:0007565	0.173	Orphapacket_HPO_frequency
Orpha_1052	HP:0007565	0.173	Orphapacket_HPO_frequency
Orpha_109	HP:0007565	0.173	Orphapacket_HPO_frequency
Orpha_1340	HP:0007565	0.545	Orphapacket_HPO_frequency
Orpha_1359	HP:0007565	0.545	Orphapacket_HPO_frequency
Orpha_137605	HP:0007565	0.891	Orphapacket_HPO_frequency
Orpha_1556	HP:0007565	0.173	Orphapacket_HPO_frequency
Orpha_1807	HP:0007565	0.173	Orphapacket_HPO_frequency
Orpha_201	HP:0007565	0.173	Orphapacket_HPO_frequency
Orpha_241	HP:0007565	0.545	Orphapacket_HPO_frequency
Orpha_2637	HP:0007565	0.545	Orphapacket_HPO_frequency
Orpha_2678	HP:0007565	0.891	Orphapacket_HPO_frequency
Orpha_302	HP:0007565	0.545	Orphapacket_HPO_frequency
Orpha_397941	HP:0007565	0.03	Orphapacket_HPO_frequency
Orpha_570	HP:0007565	0.173	Orphapacket_HPO_frequency
Orpha_638	HP:0007565	0.891	Orphapacket_HPO_frequency
Orpha_69085	HP:0007565	0.03	Orphapacket_HPO_frequency
Orpha_744	HP:0007565	0.545	Orphapacket_HPO_frequency
Orpha_84	HP:0007565	0.173	Orphapacket_HPO_frequency
Orpha_85279	HP:0007565	0.173	Orphapacket_HPO_frequency
Orpha_97685	HP:0007565	0.891	Orphapacket_HPO_frequency
Orpha_100	HP:0008065	0.173	Orphapacket_HPO_frequency
Orpha_1231	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_1366	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_1553	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_1556	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_1775	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_1782	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_1807	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_1896	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_2028	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_2092	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_2348	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_2500	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_2556	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_257	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_2658	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_280365	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_2833	HP:0008065	0.173	Orphapacket_HPO_frequency
Orpha_2908	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_2990	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_3339	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_35107	HP:0008065	0.173	Orphapacket_HPO_frequency
Orpha_384	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_735	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_742	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_743	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_745	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_79083	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_79474	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_902	HP:0008065	0.545	Orphapacket_HPO_frequency
Orpha_974	HP:0008065	0.891	Orphapacket_HPO_frequency
Orpha_100	HP:0010515	0.891	Orphapacket_HPO_frequency
Orpha_1727	HP:0010515	0.173	Orphapacket_HPO_frequency
Orpha_2176	HP:0010515	0.891	Orphapacket_HPO_frequency
Orpha_33355	HP:0010515	0.891	Orphapacket_HPO_frequency
Orpha_100	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_1065	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_1186	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_1229	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_1429	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_168577	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_1766	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_1955	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_208447	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_2169	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_2203	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_228169	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_2289	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_2379	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_238722	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_256	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_2770	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_280	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_2836	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_2990	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_3095	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_31	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_3129	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_3197	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_33445	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_3454	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_352723	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_382	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_391411	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_401820	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_401830	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_401835	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_401840	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_411511	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_44	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_481	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_488642	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_506	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_510	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_543470	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_551	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_572798	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_588	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_6	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_65684	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_667	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_70472	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_726	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_79283	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_79312	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_79476	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_812	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_847	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_85295	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_90045	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_94125	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_972	HP:0100022	0.891	Orphapacket_HPO_frequency
Orpha_98794	HP:0100022	0.173	Orphapacket_HPO_frequency
Orpha_98934	HP:0100022	0.545	Orphapacket_HPO_frequency
Orpha_100	HP:0100543	0.173	Orphapacket_HPO_frequency
Orpha_100985	HP:0100543	0.173	Orphapacket_HPO_frequency
Orpha_100991	HP:0100543	0.03	Orphapacket_HPO_frequency
Orpha_100996	HP:0100543	0.545	Orphapacket_HPO_frequency
Orpha_101	HP:0100543	0.545	Orphapacket_HPO_frequency
Orpha_101000	HP:0100543	0.545	Orphapacket_HPO_frequency
Orpha_101085	HP:0100543	0.173	Orphapacket_HPO_frequency
Orpha_101109	HP:0100543	0.03	Orphapacket_HPO_frequency
Orpha_110	HP:0100543	0.545	Orphapacket_HPO_frequency
Orpha_1145	HP:0100543	0.03	Orphapacket_HPO_frequency
Orpha_1170	HP:0100543	0.545	Orphapacket_HPO_frequency
Orpha_1171	HP:0100543	0.173	Orphapacket_HPO_frequency
Orpha_136	HP:0100543	0.545	Orphapacket_HPO_frequency
Orpha_137605	HP:0100543	0.03	Orphapacket_HPO_frequency
Orpha_139399	HP:0100543	0.173	Orphapacket_HPO_frequency
Orpha_1545	HP:0100543	0.545	Orphapacket_HPO_frequency
Orpha_1556	HP:0100543	0.173	Orphapacket_HPO_frequency
Orpha_157846	HP:0100543	0.891	Orphapacket_HPO_frequency
Orpha_157941	HP:0100543	0.545	Orphapacket_HPO_frequency
